,Unnamed: 0,Unique ID,NTS Sheet,Latitude_NAD83,Longitude_NAD83,Old Zn,Old Cu,Old Pb,Old Ni,Old Co,Old Ag,Old Mn,Old Fe,Old As,Old Mo,Old F,LOI,Old Hg,Old U,Sample Type,NTS,Latitude (NAD 27),Longitude (NAD 27),New Ag,New Al,New As,New Au,New B,New Ba,New Be,New Bi,New Ca,New Cd,New Ce,New Co,New Cr,New Cs,New Cu,New Dy,New Er,New Eu,New Fe,New Ga,New Gd,New Ge,New Hf,New Hg,New Ho,New In,New K,New La,New Li,New Lu,New Mg,New Mn,New Mo,New Na,New Nb,New Nd,New Ni,New P,New Pb,New Pd,New Pr,New Pt,New Rb,New Re,New S,New Sb,New Sc,New Se,New Sm,New Sn,New Sr,New Ta,New Tb,New Te,New Th,New Ti,New Tl,New Tm,New U,New V,New W,New Y,New Yb,New Zn,New Zr,Imputed Old Zn,Imputed Old Cu,Imputed Old Ni,Imputed Old Co,Imputed Old Mn,Imputed Old Fe,Imputed Old F,Imputed Old Hg,Imputed Old U,Imputed New Ag,Imputed New Al,Imputed New Ba,Imputed New Be,Imputed New Ca,Imputed New Cd,Imputed New Ce,Imputed New Co,Imputed New Cr,Imputed New Cs,Imputed New Cu,Imputed New Dy,Imputed New Er,Imputed New Eu,Imputed New Fe,Imputed New Ga,Imputed New Gd,Imputed New Hg,Imputed New Ho,Imputed New K,Imputed New La,Imputed New Li,Imputed New Lu,Imputed New Mg,Imputed New Mn,Imputed New Mo,Imputed New Na,Imputed New Nb,Imputed New Nd,Imputed New Ni,Imputed New P,Imputed New Pb,Imputed New Pr,Imputed New Rb,Imputed New S,Imputed New Sc,Imputed New Se,Imputed New Sm,Imputed New Sr,Imputed New Tb,Imputed New Th,Imputed New Ti,Imputed New Tl,Imputed New Tm,Imputed New U,Imputed New V,Imputed New Y,Imputed New Yb,Imputed New Zn,Imputed New Zr,geometry
22,23,013L781027,013L,54.8639731,-62.2889953,50.0,20.0,2.0,30.0,10.0,,80.0,0.85,,2.0,80.0,38.0,30.0,0.5,Routine,013L,54.86388,-62.28985,57.0,2.3,0.1,,,60.4,0.3,0.02,0.42,0.4,23.8,10.1,19.1,0.28,21.14,1.41,0.77,0.46,0.87,3.7,1.89,,0.04,48.0,0.27,,0.03,12.3,3.8,0.11,0.26,73.0,0.89,0.04,0.44,12.81,36.0,0.05,2.55,,3.09,,3.8,,0.29,0.06,2.0,0.7,2.29,0.2,30.4,,0.24,,0.8,0.019,0.05,0.12,0.3,27.0,,7.64,0.78,52.2,1.3,50.0,20.0,30.0,10.0,80.0,0.85,80.0,30.0,0.5,57.0,2.3,60.4,0.3,0.42,0.4,23.8,10.1,19.1,0.28,21.14,1.41,0.77,0.46,0.87,3.7,1.89,48.0,0.27,0.03,12.3,3.8,0.11,0.26,73.0,0.89,0.04,0.44,12.81,36.0,0.05,2.55,3.09,3.8,0.29,2.0,0.7,2.29,30.4,0.24,0.8,0.019,0.05,0.12,0.3,27.0,7.64,0.78,52.2,1.3,POINT (-62.2889953 54.8639731)
23,24,013L781028,013L,54.8745068,-62.3353898,70.0,14.0,,24.0,10.0,,80.0,0.7,,2.0,80.0,35.0,30.0,0.6,Routine,013L,54.87442,-62.33625,52.0,1.94,,,,87.8,,,0.56,0.49,41.4,10.1,17.9,0.33,16.55,2.61,1.27,0.9,0.67,3.6,3.42,,0.02,62.0,0.49,,0.03,25.3,3.6,0.17,0.21,59.0,0.92,0.034,0.59,28.01,29.8,0.053,1.89,,6.74,,2.5,,0.29,0.02,2.3,0.7,4.25,0.2,23.9,,0.42,,0.8,0.024,0.06,0.19,0.5,20.0,,12.79,1.19,75.2,1.0,70.0,14.0,24.0,10.0,80.0,0.7,80.0,30.0,0.6,52.0,1.94,87.8,0.19782638173027164,0.56,0.49,41.4,10.1,17.9,0.33,16.55,2.61,1.27,0.9,0.67,3.6,3.42,62.0,0.49,0.03,25.3,3.6,0.17,0.21,59.0,0.92,0.034,0.59,28.01,29.8,0.053,1.89,6.74,2.5,0.29,2.3,0.7,4.25,23.9,0.42,0.8,0.024,0.06,0.19,0.5,20.0,12.79,1.19,75.2,1.0,POINT (-62.3353898 54.8745068)
24,25,013L781030,013L,54.8640898,-62.3553961,84.0,18.0,,22.0,13.0,,240.0,3.25,,3.0,120.0,24.0,40.0,0.5,First Field Duplicate,013L,54.864,-62.35625,73.0,2.8,0.3,,,89.6,0.3,0.03,0.39,0.73,41.4,13.2,20.8,0.31,17.88,2.27,1.02,0.76,3.43,4.6,3.15,,,51.0,0.39,,0.04,22.3,4.9,0.16,0.27,261.0,0.8,0.052,0.64,23.09,28.1,0.073,3.66,,5.75,,3.4,,0.2,0.03,2.2,0.6,3.97,0.2,25.3,,0.38,,0.6,0.029,0.05,0.16,0.4,57.0,,10.95,1.02,89.3,0.6,84.0,18.0,22.0,13.0,240.0,3.25,120.0,40.0,0.5,73.0,2.8,89.6,0.3,0.39,0.73,41.4,13.2,20.8,0.31,17.88,2.27,1.02,0.76,3.43,4.6,3.15,51.0,0.39,0.04,22.3,4.9,0.16,0.27,261.0,0.8,0.052,0.64,23.09,28.1,0.073,3.66,5.75,3.4,0.2,2.2,0.6,3.97,25.3,0.38,0.6,0.029,0.05,0.16,0.4,57.0,10.95,1.02,89.3,0.6,POINT (-62.3553961 54.8640898)
25,26,013L781032,013L,54.9526926,-62.190924,42.0,14.0,2.0,24.0,10.0,0.2,120.0,1.4,,2.0,165.0,22.0,40.0,0.7,Routine,013L,54.9526,-62.19179,29.0,3.25,,,,36.3,0.2,0.03,0.54,0.2,25.2,9.5,17.4,0.25,14.06,1.08,0.5,0.44,1.49,6.1,1.53,,0.03,48.0,0.19,,0.03,13.0,4.5,0.06,0.38,98.0,0.22,0.13,0.96,12.34,28.1,0.074,3.95,,3.17,,2.2,,0.09,0.03,1.9,0.7,2.09,0.3,31.8,,0.21,,1.1,0.041,0.04,0.07,0.4,22.0,,4.77,0.46,44.7,1.0,42.0,14.0,24.0,10.0,120.0,1.4,165.0,40.0,0.7,29.0,3.25,36.3,0.2,0.54,0.2,25.2,9.5,17.4,0.25,14.06,1.08,0.5,0.44,1.49,6.1,1.53,48.0,0.19,0.03,13.0,4.5,0.06,0.38,98.0,0.22,0.13,0.96,12.34,28.1,0.074,3.95,3.17,2.2,0.09,1.9,0.7,2.09,31.8,0.21,1.1,0.041,0.04,0.07,0.4,22.0,4.77,0.46,44.7,1.0,POINT (-62.190924 54.9526926)
26,27,013L781033,013L,54.9742388,-62.1916762,46.0,18.0,2.0,26.0,9.0,0.2,130.0,0.8,,,50.0,27.0,40.0,0.4,Routine,013L,54.97414,-62.19255,55.0,2.47,,,,61.0,0.2,,0.44,0.32,23.0,9.3,15.7,0.16,19.38,1.53,0.79,0.57,0.9,3.1,1.8,,0.04,64.0,0.26,,0.02,14.1,2.6,0.11,0.19,128.0,0.92,0.043,0.44,14.74,32.9,0.046,1.65,,3.81,,1.7,,0.3,,2.1,0.5,2.42,,29.9,,0.24,,0.8,0.018,0.05,0.11,0.5,33.0,,8.06,0.74,48.2,1.1,46.0,18.0,26.0,9.0,130.0,0.8,50.0,40.0,0.4,55.0,2.47,61.0,0.2,0.44,0.32,23.0,9.3,15.7,0.16,19.38,1.53,0.79,0.57,0.9,3.1,1.8,64.0,0.26,0.02,14.1,2.6,0.11,0.19,128.0,0.92,0.043,0.44,14.74,32.9,0.046,1.65,3.81,1.7,0.3,2.1,0.5,2.42,29.9,0.24,0.8,0.018,0.05,0.11,0.5,33.0,8.06,0.74,48.2,1.1,POINT (-62.1916762 54.9742388)
27,28,013L781034,013L,54.9440955,-62.3034181,52.0,14.0,3.0,23.0,9.0,,80.0,0.9,,,120.0,23.8,30.0,0.5,Routine,013L,54.944,-62.30429,30.0,2.36,,0.4,,59.6,0.2,0.03,0.51,0.27,32.8,8.7,17.6,0.28,15.9,1.79,0.91,0.64,0.9,4.4,2.35,,0.02,38.0,0.32,,0.03,17.9,4.3,0.13,0.3,75.0,0.45,0.082,0.65,18.99,27.8,0.051,2.01,,4.74,,3.0,,0.2,,2.2,0.5,3.21,0.2,38.3,,0.31,,0.9,0.032,0.05,0.12,0.3,21.0,,9.51,0.93,53.9,0.9,52.0,14.0,23.0,9.0,80.0,0.9,120.0,30.0,0.5,30.0,2.36,59.6,0.2,0.51,0.27,32.8,8.7,17.6,0.28,15.9,1.79,0.91,0.64,0.9,4.4,2.35,38.0,0.32,0.03,17.9,4.3,0.13,0.3,75.0,0.45,0.082,0.65,18.99,27.8,0.051,2.01,4.74,3.0,0.2,2.2,0.5,3.21,38.3,0.31,0.9,0.032,0.05,0.12,0.3,21.0,9.51,0.93,53.9,0.9,POINT (-62.3034181 54.9440955)
28,29,013L781035,013L,54.9347752,-62.3693024,62.0,14.0,2.0,20.0,9.0,,130.0,1.1,,,205.0,18.2,20.0,0.8,Routine,013L,54.93468,-62.37017,33.0,2.24,,,,70.0,0.2,0.03,0.43,0.28,40.2,8.5,19.0,0.31,14.41,2.43,1.23,0.8,1.11,4.6,3.29,,,33.0,0.44,,0.06,22.2,5.4,0.17,0.38,105.0,0.42,0.069,0.7,22.99,22.7,0.076,2.5,,5.94,,5.1,,0.13,0.02,2.0,0.4,3.84,0.3,33.4,,0.4,,0.6,0.039,0.05,0.17,0.4,25.0,,11.98,1.21,62.4,0.3,62.0,14.0,20.0,9.0,130.0,1.1,205.0,20.0,0.8,33.0,2.24,70.0,0.2,0.43,0.28,40.2,8.5,19.0,0.31,14.41,2.43,1.23,0.8,1.11,4.6,3.29,33.0,0.44,0.06,22.2,5.4,0.17,0.38,105.0,0.42,0.069,0.7,22.99,22.7,0.076,2.5,5.94,5.1,0.13,2.0,0.4,3.84,33.4,0.4,0.6,0.039,0.05,0.17,0.4,25.0,11.98,1.21,62.4,0.3,POINT (-62.3693024 54.9347752)
29,30,013L781036,013L,54.9306713,-62.3839739,56.0,16.0,2.0,28.0,12.0,,120.0,1.3,,2.0,185.0,21.6,20.0,0.7,Routine,013L,54.93058,-62.38484,32.0,2.77,,0.5,,86.7,0.2,0.04,0.46,0.29,40.0,11.1,22.9,0.34,15.74,1.87,1.03,0.67,1.34,5.6,2.59,,,33.0,0.37,,0.05,21.1,6.2,0.12,0.43,104.0,0.79,0.089,0.85,21.82,33.0,0.051,2.99,,5.54,,5.1,,0.16,0.02,2.4,0.3,3.62,0.3,36.6,,0.36,,0.9,0.044,0.05,0.15,0.5,30.0,,9.94,0.94,55.5,0.5,56.0,16.0,28.0,12.0,120.0,1.3,185.0,20.0,0.7,32.0,2.77,86.7,0.2,0.46,0.29,40.0,11.1,22.9,0.34,15.74,1.87,1.03,0.67,1.34,5.6,2.59,33.0,0.37,0.05,21.1,6.2,0.12,0.43,104.0,0.79,0.089,0.85,21.82,33.0,0.051,2.99,5.54,5.1,0.16,2.4,0.3,3.62,36.6,0.36,0.9,0.044,0.05,0.15,0.5,30.0,9.94,0.94,55.5,0.5,POINT (-62.3839739 54.9306713)
30,31,013L781037,013L,54.9025514,-62.3894749,58.0,14.0,2.0,22.0,8.0,,80.0,0.8,,,95.0,32.0,30.0,0.4,Routine,013L,54.90246,-62.39034,40.0,1.94,,,,82.2,0.2,0.03,0.5,0.38,36.8,7.4,18.8,0.33,16.25,2.19,1.13,0.74,0.8,3.2,3.02,,0.02,55.0,0.42,,0.03,21.3,4.2,0.14,0.26,70.0,0.61,0.044,0.62,23.37,29.5,0.045,1.95,,5.69,,3.5,1.0,0.28,0.02,2.7,0.5,3.84,0.2,32.4,,0.37,,0.9,0.025,0.05,0.17,0.4,17.0,,11.08,1.01,63.2,1.0,58.0,14.0,22.0,8.0,80.0,0.8,95.0,30.0,0.4,40.0,1.94,82.2,0.2,0.5,0.38,36.8,7.4,18.8,0.33,16.25,2.19,1.13,0.74,0.8,3.2,3.02,55.0,0.42,0.03,21.3,4.2,0.14,0.26,70.0,0.61,0.044,0.62,23.37,29.5,0.045,1.95,5.69,3.5,0.28,2.7,0.5,3.84,32.4,0.37,0.9,0.025,0.05,0.17,0.4,17.0,11.08,1.01,63.2,1.0,POINT (-62.3894749 54.9025514)
31,32,013L781038,013L,54.8568427,-62.3987709,150.0,18.0,,24.0,50.0,,7500.0,5.25,,2.0,60.0,28.4,40.0,0.6,Routine,013L,54.85675,-62.39962,119.0,2.7,,0.7,,271.0,0.2,0.04,0.35,1.26,34.1,50.9,16.1,0.26,19.6,1.89,1.03,0.67,5.79,3.9,2.47,,0.05,66.0,0.34,,0.04,19.1,4.0,0.12,0.2,8642.0,1.23,0.056,0.3,19.19,32.5,0.189,2.1,,4.92,,3.0,,0.19,0.02,2.5,1.2,3.21,0.2,25.8,,0.31,,1.0,0.021,0.35,0.14,0.4,38.0,,9.63,0.9,152.6,1.4,150.0,18.0,24.0,50.0,7500.0,5.25,60.0,40.0,0.6,119.0,2.7,271.0,0.2,0.35,1.26,34.1,50.9,16.1,0.26,19.6,1.89,1.03,0.67,5.79,3.9,2.47,66.0,0.34,0.04,19.1,4.0,0.12,0.2,8642.0,1.23,0.056,0.3,19.19,32.5,0.189,2.1,4.92,3.0,0.19,2.5,1.2,3.21,25.8,0.31,1.0,0.021,0.35,0.14,0.4,38.0,9.63,0.9,152.6,1.4,POINT (-62.3987709 54.8568427)
32,33,013L781039,013L,54.8228185,-62.4027517,138.0,14.0,,16.0,14.0,0.2,430.0,1.6,,,60.0,24.4,40.0,0.2,Routine,013L,54.82273,-62.4036,73.0,1.85,0.1,,,86.4,0.2,0.02,0.45,0.81,34.8,14.2,18.8,0.24,14.65,2.02,1.16,0.61,1.69,2.6,2.55,,0.02,63.0,0.4,,0.03,18.3,2.4,0.15,0.2,437.0,0.84,0.068,0.33,19.61,20.2,0.1,1.74,,4.72,,2.6,1.0,0.2,,2.2,0.7,3.23,0.2,28.3,,0.36,,0.4,0.018,0.09,0.16,0.3,40.0,,10.74,0.97,148.2,0.8,138.0,14.0,16.0,14.0,430.0,1.6,60.0,40.0,0.2,73.0,1.85,86.4,0.2,0.45,0.81,34.8,14.2,18.8,0.24,14.65,2.02,1.16,0.61,1.69,2.6,2.55,63.0,0.4,0.03,18.3,2.4,0.15,0.2,437.0,0.84,0.068,0.33,19.61,20.2,0.1,1.74,4.72,2.6,0.2,2.2,0.7,3.23,28.3,0.36,0.4,0.018,0.09,0.16,0.3,40.0,10.74,0.97,148.2,0.8,POINT (-62.4027517 54.8228185)
33,34,013L781040,013L,54.7919142,-62.3726029,126.0,10.0,2.0,14.0,9.0,,190.0,1.0,,2.0,135.0,33.4,50.0,1.1,Routine,013L,54.79183,-62.37345,47.0,1.3,,,,94.4,0.3,0.02,0.79,0.46,38.9,8.0,24.2,0.42,12.15,2.41,1.27,0.63,1.0,2.4,3.17,,,77.0,0.46,,0.03,18.0,4.0,0.18,0.25,160.0,1.18,0.038,0.66,21.0,17.0,0.065,1.77,,5.13,,3.2,2.0,0.42,0.02,2.2,0.7,3.77,0.2,31.3,,0.42,,0.3,0.033,0.07,0.19,1.1,32.0,0.2,12.22,1.25,131.7,0.6,126.0,10.0,14.0,9.0,190.0,1.0,135.0,50.0,1.1,47.0,1.3,94.4,0.3,0.79,0.46,38.9,8.0,24.2,0.42,12.15,2.41,1.27,0.63,1.0,2.4,3.17,77.0,0.46,0.03,18.0,4.0,0.18,0.25,160.0,1.18,0.038,0.66,21.0,17.0,0.065,1.77,5.13,3.2,0.42,2.2,0.7,3.77,31.3,0.42,0.3,0.033,0.07,0.19,1.1,32.0,12.22,1.25,131.7,0.6,POINT (-62.3726029 54.7919142)
34,35,013L781042,013L,54.7442783,-62.418688,20.0,16.0,2.0,12.0,2.0,0.2,60.0,0.3,,2.0,40.0,86.4,70.0,0.4,Routine,013L,54.74419,-62.41953,226.0,0.65,,0.3,,96.9,0.1,,0.23,0.31,12.9,1.2,7.2,0.12,17.1,0.95,0.48,0.22,0.16,1.3,1.13,,,96.0,0.16,,,6.4,0.3,0.07,0.03,40.0,0.56,0.006,0.43,5.89,13.1,0.07,1.69,,1.49,,0.8,,0.22,,0.4,1.1,1.03,0.1,26.9,,0.15,,,0.012,,0.07,0.3,6.0,,3.87,0.37,21.3,0.6,20.0,16.0,12.0,2.0,60.0,0.3,40.0,70.0,0.4,226.0,0.65,96.9,0.1,0.23,0.31,12.9,1.2,7.2,0.12,17.1,0.95,0.48,0.22,0.16,1.3,1.13,96.0,0.16,0.02582622413905296,6.4,0.3,0.07,0.03,40.0,0.56,0.006,0.43,5.89,13.1,0.07,1.69,1.49,0.8,0.22,0.4,1.1,1.03,26.9,0.15,0.31788025284511684,0.012,0.057557475552770354,0.07,0.3,6.0,3.87,0.37,21.3,0.6,POINT (-62.418688 54.7442783)
35,36,013L781043,013L,54.7175279,-62.4132361,44.0,18.0,4.0,14.0,8.0,,120.0,0.9,,2.0,265.0,34.2,30.0,1.3,Routine,013L,54.71744,-62.41407,135.0,1.32,0.6,0.7,,195.7,0.5,0.05,0.5,0.26,31.2,6.9,19.1,0.45,15.78,1.7,0.76,0.48,0.9,4.1,2.23,,,37.0,0.31,,0.11,13.2,7.9,0.1,0.27,91.0,1.76,0.017,0.71,13.17,16.4,0.089,4.19,,3.36,,11.1,17.0,0.25,0.1,1.5,1.2,2.52,0.4,11.3,,0.3,,0.2,0.028,0.09,0.11,0.9,43.0,,7.9,0.69,43.1,0.6,44.0,18.0,14.0,8.0,120.0,0.9,265.0,30.0,1.3,135.0,1.32,195.7,0.5,0.5,0.26,31.2,6.9,19.1,0.45,15.78,1.7,0.76,0.48,0.9,4.1,2.23,37.0,0.31,0.11,13.2,7.9,0.1,0.27,91.0,1.76,0.017,0.71,13.17,16.4,0.089,4.19,3.36,11.1,0.25,1.5,1.2,2.52,11.3,0.3,0.2,0.028,0.09,0.11,0.9,43.0,7.9,0.69,43.1,0.6,POINT (-62.4132361 54.7175279)
36,37,013L781044,013L,54.6957832,-62.4135518,28.0,24.0,2.0,12.0,5.0,,100.0,0.7,,2.0,50.0,33.0,40.0,0.3,Routine,013L,54.69569,-62.41439,31.0,0.58,,0.8,,33.9,0.2,,0.43,0.15,8.3,4.8,10.9,0.31,21.39,1.21,0.71,0.32,0.67,1.6,1.25,,0.05,67.0,0.26,,,4.6,1.5,0.08,0.27,69.0,2.22,0.034,0.64,5.89,14.5,0.026,1.14,,1.3,2.0,0.9,11.0,0.5,0.06,2.5,0.8,1.32,0.1,24.2,,0.19,,0.2,0.069,0.04,0.11,0.3,63.0,,7.02,0.53,29.2,2.9,28.0,24.0,12.0,5.0,100.0,0.7,50.0,40.0,0.3,31.0,0.58,33.9,0.2,0.43,0.15,8.3,4.8,10.9,0.31,21.39,1.21,0.71,0.32,0.67,1.6,1.25,67.0,0.26,0.021564780895402265,4.6,1.5,0.08,0.27,69.0,2.22,0.034,0.64,5.89,14.5,0.026,1.14,1.3,0.9,0.5,2.5,0.8,1.32,24.2,0.19,0.2,0.069,0.04,0.11,0.3,63.0,7.02,0.53,29.2,2.9,POINT (-62.4135518 54.6957832)
37,38,013L781045,013L,54.6488341,-62.4013678,46.0,18.0,4.0,17.0,10.0,,240.0,1.9,,,360.0,8.4,20.0,3.3,Routine,013L,54.64874,-62.4022,38.0,1.13,1.3,0.9,,152.9,0.1,0.05,0.65,0.14,47.2,11.8,25.0,0.5,16.28,2.5,1.23,0.68,2.35,3.8,3.55,,0.06,33.0,0.48,,0.12,21.4,8.4,0.13,0.52,254.0,0.56,0.08,0.94,23.05,21.2,0.099,6.65,,5.77,,10.3,,0.31,0.07,3.6,0.6,4.23,0.4,89.7,,0.45,,2.8,0.064,0.09,0.16,2.6,60.0,,11.46,0.99,50.2,2.8,46.0,18.0,17.0,10.0,240.0,1.9,360.0,20.0,3.3,38.0,1.13,152.9,0.1,0.65,0.14,47.2,11.8,25.0,0.5,16.28,2.5,1.23,0.68,2.35,3.8,3.55,33.0,0.48,0.12,21.4,8.4,0.13,0.52,254.0,0.56,0.08,0.94,23.05,21.2,0.099,6.65,5.77,10.3,0.31,3.6,0.6,4.23,89.7,0.45,2.8,0.064,0.09,0.16,2.6,60.0,11.46,0.99,50.2,2.8,POINT (-62.4013678 54.6488341)
38,39,013L781046,013L,54.6269732,-62.3804687,32.0,16.0,,9.0,2.0,,40.0,0.4,1.0,5.0,85.0,16.6,30.0,4.9,Routine,013L,54.62688,-62.3813,35.0,0.49,3.3,0.5,,119.6,0.1,,0.6,0.1,12.4,1.7,7.9,0.29,13.01,2.12,1.04,0.78,0.34,1.0,3.76,,0.02,45.0,0.37,,0.03,16.5,3.1,0.12,0.15,34.0,5.88,0.022,0.29,23.48,10.4,0.024,1.1,,5.12,,2.7,45.0,0.53,0.05,1.8,3.7,4.08,,28.5,,0.4,,0.5,0.019,0.03,0.13,5.0,18.0,,12.54,0.79,32.6,1.1,32.0,16.0,9.0,2.0,40.0,0.4,85.0,30.0,4.9,35.0,0.49,119.6,0.1,0.6,0.1,12.4,1.7,7.9,0.29,13.01,2.12,1.04,0.78,0.34,1.0,3.76,45.0,0.37,0.03,16.5,3.1,0.12,0.15,34.0,5.88,0.022,0.29,23.48,10.4,0.024,1.1,5.12,2.7,0.53,1.8,3.7,4.08,28.5,0.4,0.5,0.019,0.03,0.13,5.0,18.0,12.54,0.79,32.6,1.1,POINT (-62.3804687 54.6269732)
39,40,013L781047,013L,54.628705,-62.3960257,46.0,12.0,,10.0,5.0,,120.0,0.85,2.0,2.0,170.0,30.6,30.0,2.6,Routine,013L,54.62861,-62.39686,31.0,0.84,2.4,0.5,,156.2,0.1,,0.76,0.15,26.1,5.7,12.6,0.3,9.63,1.62,0.87,0.5,0.86,2.1,2.65,,0.04,39.0,0.32,,0.04,15.2,7.4,0.1,0.28,92.0,0.85,0.056,0.88,17.73,10.5,0.052,1.7,,4.21,2.0,3.7,13.0,0.32,0.02,2.3,1.8,3.11,0.2,32.5,,0.3,,1.4,0.052,0.04,0.12,2.5,28.0,,9.0,0.73,47.8,1.8,46.0,12.0,10.0,5.0,120.0,0.85,170.0,30.0,2.6,31.0,0.84,156.2,0.1,0.76,0.15,26.1,5.7,12.6,0.3,9.63,1.62,0.87,0.5,0.86,2.1,2.65,39.0,0.32,0.04,15.2,7.4,0.1,0.28,92.0,0.85,0.056,0.88,17.73,10.5,0.052,1.7,4.21,3.7,0.32,2.3,1.8,3.11,32.5,0.3,1.4,0.052,0.04,0.12,2.5,28.0,9.0,0.73,47.8,1.8,POINT (-62.3960257 54.628705)
40,41,013L781048,013L,54.5945932,-62.3980179,42.0,14.0,,14.0,6.0,,150.0,1.45,3.0,5.0,145.0,14.0,20.0,5.0,Routine,013L,54.59449,-62.39885,22.0,0.82,5.5,0.6,,111.0,0.2,,0.61,0.11,31.7,6.6,14.5,0.32,12.93,1.5,0.72,0.43,1.48,2.5,2.15,,0.07,34.0,0.28,,0.07,14.8,9.7,0.09,0.39,123.0,6.3,0.061,0.81,16.4,16.5,0.041,1.95,,4.1,,5.1,24.0,1.13,0.02,2.3,0.5,2.86,0.2,53.2,,0.28,,2.6,0.057,0.06,0.09,5.8,29.0,,7.15,0.63,43.3,3.6,42.0,14.0,14.0,6.0,150.0,1.45,145.0,20.0,5.0,22.0,0.82,111.0,0.2,0.61,0.11,31.7,6.6,14.5,0.32,12.93,1.5,0.72,0.43,1.48,2.5,2.15,34.0,0.28,0.07,14.8,9.7,0.09,0.39,123.0,6.3,0.061,0.81,16.4,16.5,0.041,1.95,4.1,5.1,1.13,2.3,0.5,2.86,53.2,0.28,2.6,0.057,0.06,0.09,5.8,29.0,7.15,0.63,43.3,3.6,POINT (-62.3980179 54.5945932)
41,42,013L781049,013L,54.590247,-62.3584175,52.0,14.0,,12.0,8.0,,160.0,2.0,,2.0,195.0,22.2,20.0,2.2,Routine,013L,54.59015,-62.35925,29.0,0.83,0.2,0.5,,104.0,0.1,0.02,0.55,0.15,36.2,8.3,14.9,0.36,12.6,1.71,0.73,0.53,2.08,2.5,2.36,,0.08,37.0,0.29,,0.07,16.3,7.0,0.08,0.28,136.0,0.85,0.046,1.0,17.77,15.7,0.046,2.28,,4.53,,5.0,4.0,1.84,,2.7,0.3,3.07,0.2,37.2,,0.31,,2.5,0.051,0.07,0.12,1.7,22.0,,7.51,0.68,56.4,3.7,52.0,14.0,12.0,8.0,160.0,2.0,195.0,20.0,2.2,29.0,0.83,104.0,0.1,0.55,0.15,36.2,8.3,14.9,0.36,12.6,1.71,0.73,0.53,2.08,2.5,2.36,37.0,0.29,0.07,16.3,7.0,0.08,0.28,136.0,0.85,0.046,1.0,17.77,15.7,0.046,2.28,4.53,5.0,1.84,2.7,0.3,3.07,37.2,0.31,2.5,0.051,0.07,0.12,1.7,22.0,7.51,0.68,56.4,3.7,POINT (-62.3584175 54.590247)
42,43,013L781050,013L,54.5656781,-62.3604742,52.0,42.0,2.0,10.0,4.0,,130.0,0.8,,2.0,65.0,48.6,60.0,5.0,Routine,013L,54.56558,-62.3613,132.0,0.48,0.8,1.0,,270.9,0.1,0.03,0.8,0.48,27.9,4.1,11.3,0.58,41.18,4.27,2.16,1.27,0.74,1.1,5.89,,0.08,63.0,0.8,,0.03,16.6,2.7,0.27,0.22,98.0,2.27,0.009,0.38,25.63,11.6,0.027,2.76,,5.48,,3.6,21.0,0.95,0.06,4.4,1.2,5.93,0.1,26.5,,0.77,,0.7,0.023,0.06,0.31,5.3,25.0,,24.7,1.88,54.1,4.3,52.0,42.0,10.0,4.0,130.0,0.8,65.0,60.0,5.0,132.0,0.48,270.9,0.1,0.8,0.48,27.9,4.1,11.3,0.58,41.18,4.27,2.16,1.27,0.74,1.1,5.89,63.0,0.8,0.03,16.6,2.7,0.27,0.22,98.0,2.27,0.009,0.38,25.63,11.6,0.027,2.76,5.48,3.6,0.95,4.4,1.2,5.93,26.5,0.77,0.7,0.023,0.06,0.31,5.3,25.0,24.7,1.88,54.1,4.3,POINT (-62.3604742 54.5656781)
43,44,013L781051,013L,54.5416668,-62.4050119,74.0,22.0,4.0,20.0,10.0,,380.0,1.3,,,195.0,35.0,80.0,8.5,Routine,013L,54.54157,-62.40584,89.0,1.14,2.3,0.8,,411.8,0.5,0.04,0.82,0.59,30.1,10.1,22.0,0.6,24.28,5.77,2.91,1.87,1.38,3.4,7.54,,0.09,96.0,1.02,,0.06,17.3,7.0,0.36,0.56,367.0,1.26,0.015,1.03,33.85,23.9,0.058,4.89,,6.74,,7.4,,0.29,0.07,6.9,2.6,7.65,0.4,31.9,,0.98,0.02,0.8,0.081,0.07,0.37,8.7,91.0,,31.88,2.52,80.0,5.0,74.0,22.0,20.0,10.0,380.0,1.3,195.0,80.0,8.5,89.0,1.14,411.8,0.5,0.82,0.59,30.1,10.1,22.0,0.6,24.28,5.77,2.91,1.87,1.38,3.4,7.54,96.0,1.02,0.06,17.3,7.0,0.36,0.56,367.0,1.26,0.015,1.03,33.85,23.9,0.058,4.89,6.74,7.4,0.29,6.9,2.6,7.65,31.9,0.98,0.8,0.081,0.07,0.37,8.7,91.0,31.88,2.52,80.0,5.0,POINT (-62.4050119 54.5416668)
