,Unique ID,NTS Sheet,Latitude_NAD83,Longitude_NAD83,Old Zn,Old Cu,Old Pb,Old Ni,Old Co,Old Ag,Old Mn,Old Fe,Old As,Old Mo,Old F,LOI,Old Hg,Old U,Sample Type,NTS,Latitude (NAD 27),Longitude (NAD 27),New Ag,New Al,New As,New Au,New B,New Ba,New Be,New Bi,New Ca,New Cd,New Ce,New Co,New Cr,New Cs,New Cu,New Dy,New Er,New Eu,New Fe,New Ga,New Gd,New Ge,New Hf,New Hg,New Ho,New In,New K,New La,New Li,New Lu,New Mg,New Mn,New Mo,New Na,New Nb,New Nd,New Ni,New P,New Pb,New Pd,New Pr,New Pt,New Rb,New Re,New S,New Sb,New Sc,New Se,New Sm,New Sn,New Sr,New Ta,New Tb,New Te,New Th,New Ti,New Tl,New Tm,New U,New V,New W,New Y,New Yb,New Zn,New Zr
899,013M781483,013M,55.092522,-62.9284731,82.0,12.0,,9.0,15.0,,640.0,5.2,,4.0,75.0,23.8,70.0,0.4,Routine,013M,55.09244,-62.92935,107.0,1.8,0.1,,,205.2,0.4,,0.31,0.43,73.0,16.0,17.8,0.17,12.02,2.7,1.5,0.73,5.07,2.5,3.67,,0.04,94.0,0.52,,0.03,37.7,2.8,0.2,0.15,749.0,3.47,0.024,0.81,33.79,12.4,0.278,1.92,,9.65,,2.9,,0.1,,2.3,0.9,4.87,0.1,28.0,,0.53,,1.6,0.024,0.15,0.19,0.5,41.0,0.2,13.79,1.3,86.4,1.0
900,013M781484,013M,55.0963912,-62.9595873,38.0,6.0,,7.0,6.0,,130.0,0.7,,2.0,90.0,25.2,30.0,0.6,Routine,013M,55.09631,-62.96047,28.0,0.74,0.5,,,88.3,,,0.36,0.18,49.3,5.1,13.8,0.17,6.44,1.95,1.07,0.57,0.58,1.6,3.07,,,42.0,0.36,,0.03,29.5,2.2,0.14,0.16,132.0,1.35,0.018,0.52,25.32,9.0,0.049,1.66,,6.93,,2.8,3.0,0.31,,1.1,0.6,3.87,0.1,22.2,,0.38,,0.2,0.019,0.04,0.13,0.7,20.0,,10.57,0.93,43.9,0.2
901,013M781485,013M,55.1300981,-62.9828797,138.0,16.0,,10.0,10.0,,810.0,7.1,,7.0,105.0,24.4,60.0,0.9,Routine,013M,55.13001,-62.98375,113.0,2.43,1.0,0.3,,178.0,0.6,0.03,0.34,0.89,120.0,11.0,23.4,0.17,18.22,4.6,2.36,1.09,7.41,2.6,6.17,0.1,0.03,75.0,0.78,,0.03,59.8,2.4,0.33,0.14,971.0,8.64,0.011,0.9,53.85,14.9,0.409,2.87,,15.25,,2.8,,0.17,,3.0,1.0,8.36,0.1,23.0,,0.83,0.03,2.1,0.023,0.17,0.34,1.2,87.0,0.6,22.85,2.23,167.1,1.0
902,013M781486,013M,55.1577062,-63.0129413,82.0,22.0,,15.0,9.0,,140.0,1.5,,5.0,180.0,30.8,50.0,3.4,Routine,013M,55.15762,-63.01381,91.0,1.55,,,,143.3,0.4,,0.48,0.25,275.9,9.1,22.2,0.19,22.34,10.8,6.1,1.87,1.42,2.1,14.42,0.1,,53.0,2.02,,0.05,156.6,4.9,0.78,0.17,144.0,5.7,0.015,1.33,132.67,18.7,0.078,2.4,,37.16,,4.5,3.0,0.42,0.03,2.2,1.7,18.9,0.2,29.7,,2.1,,1.4,0.023,0.15,0.84,3.3,44.0,0.2,55.78,5.57,87.5,0.3
903,013M781487,013M,55.1752133,-63.0071247,66.0,14.0,2.0,12.0,6.0,,80.0,0.85,,2.0,145.0,30.6,50.0,2.1,First Field Duplicate,013M,55.17512,-63.00799,84.0,1.03,0.4,,,137.0,0.5,,0.37,0.28,196.6,5.5,15.3,0.26,14.78,7.89,4.22,1.33,0.79,2.3,10.38,0.1,,62.0,1.4,,0.05,111.9,5.4,0.57,0.17,80.0,2.05,0.014,1.31,95.37,14.3,0.044,3.58,,27.03,,5.8,1.0,0.31,,2.1,1.1,13.56,0.3,30.5,,1.47,0.02,1.9,0.023,0.09,0.6,2.2,21.0,0.2,35.54,3.67,77.9,0.3
904,013M781489,013M,55.2103063,-63.0438595,50.0,10.0,2.0,9.0,3.0,,60.0,0.5,,3.0,110.0,30,40.0,1.2,Routine,013M,55.21021,-63.04472,73.0,0.8,0.2,0.3,,77.7,0.2,,0.34,0.21,171.9,3.4,12.6,0.2,9.63,7.1,3.64,1.2,0.41,1.6,9.25,,,51.0,1.24,,0.03,92.3,4.0,0.41,0.11,60.0,2.04,0.006,1.12,79.36,10.3,0.031,2.09,,23.69,,3.9,,0.3,,0.9,0.9,12.23,0.2,30.1,,1.31,,0.8,0.021,0.06,0.49,1.7,12.0,,29.97,2.86,52.3,0.2
905,013M781491,013M,55.3746094,-63.1892785,28.0,8.0,4.0,5.0,2.0,0.2,105.0,0.55,,2.0,150.0,42.6,80.0,2.5,Routine,013M,55.37451,-63.19013,211.0,0.86,0.2,,,476.5,0.7,0.03,0.28,0.25,75.8,1.7,10.0,0.29,10.1,5.98,2.6,1.31,0.47,4.2,8.12,0.1,,95.0,1.04,0.02,0.03,66.9,2.4,0.28,0.07,118.0,1.5,0.009,1.62,64.04,5.3,0.123,5.11,,17.49,,4.0,,0.21,0.04,0.5,1.2,10.58,0.5,20.3,,1.19,,,0.015,0.03,0.32,2.3,13.0,,25.23,2.1,34.2,0.3
906,013M781492,013M,55.3868354,-63.2031655,58.0,8.0,3.0,5.0,4.0,,100.0,1.0,1.0,2.0,255.0,3.6,20.0,4.2,Routine,013M,55.38673,-63.20401,54.0,0.64,1.5,,,156.1,0.5,0.03,0.31,0.18,148.7,3.7,12.7,0.29,8.56,5.73,3.23,1.0,1.11,2.6,7.85,0.2,,24.0,1.07,0.03,0.07,67.1,6.9,0.41,0.16,114.0,3.36,0.019,1.81,58.01,6.0,0.092,4.79,,17.23,,6.2,,0.05,,2.5,0.8,9.38,0.5,12.3,,1.06,,4.7,0.048,0.08,0.49,4.1,23.0,0.3,29.33,2.88,60.6,0.7
907,013M781493,013M,55.2366628,-63.0133073,120.0,18.0,,12.0,10.0,,520.0,5.5,,21.0,330.0,27,70.0,2.8,Routine,013M,55.23657,-63.01417,231.0,2.23,0.4,,,176.8,1.0,0.04,0.39,0.52,287.4,13.0,27.2,0.37,21.21,8.34,4.59,1.57,5.35,3.8,11.2,0.1,0.02,83.0,1.52,0.02,0.08,130.4,7.3,0.61,0.25,508.0,24.17,0.011,1.67,106.75,15.3,0.161,4.79,,31.39,,8.0,,0.18,0.03,2.8,1.4,15.52,0.4,26.4,,1.64,,3.0,0.037,0.2,0.65,2.9,68.0,0.5,38.09,3.99,140.6,0.3
908,013M781494,013M,55.2372297,-62.9924401,66.0,14.0,2.0,12.0,5.0,,80.0,0.8,,3.0,150.0,29.6,50.0,1.8,Routine,013M,55.23713,-62.9933,75.0,1.03,0.1,,,166.2,0.3,,0.43,0.2,182.7,5.3,17.2,0.32,15.81,6.24,3.07,1.14,0.68,2.6,9.57,0.1,0.03,45.0,1.16,,0.07,95.9,7.2,0.34,0.17,77.0,4.09,0.008,1.82,86.18,14.2,0.029,2.95,,24.98,,7.8,4.0,0.33,,2.1,0.8,13.08,0.4,28.7,,1.27,,2.8,0.034,0.12,0.4,1.7,16.0,0.3,26.33,2.64,69.0,0.7
909,013M781495,013M,55.207998,-62.954965,34.0,14.0,2.0,9.0,3.0,,85.0,0.7,,2.0,120.0,53.4,60.0,1.3,Routine,013M,55.2079,-62.95583,82.0,0.68,,0.5,,108.6,0.5,,0.53,0.26,158.2,3.5,13.6,0.19,16.6,5.38,2.56,0.89,0.64,1.8,6.2,0.1,,65.0,0.89,,0.03,86.7,2.9,0.39,0.13,98.0,3.11,0.007,1.48,62.96,10.9,0.05,3.35,,19.8,,3.7,2.0,0.35,,1.6,0.9,9.41,0.2,41.3,,0.99,,1.2,0.023,0.05,0.4,1.6,22.0,0.3,23.25,2.5,41.7,0.5
910,013M781496,013M,55.1799496,-62.9506284,42.0,10.0,2.0,10.0,5.0,,130.0,0.85,,2.0,130.0,29.4,50.0,0.7,Routine,013M,55.17986,-62.9515,48.0,0.74,2.4,1.7,,92.8,0.1,0.08,0.32,0.29,58.1,6.3,13.2,0.45,14.53,2.35,1.22,0.59,1.07,2.0,3.18,,,53.0,0.45,0.03,0.05,32.5,4.0,0.17,0.18,301.0,1.73,0.015,0.59,27.83,17.2,0.057,6.94,,7.84,,5.1,,0.22,0.26,1.4,0.5,4.29,0.2,24.3,,0.44,,0.4,0.016,0.06,0.19,0.9,22.0,0.3,12.08,1.08,66.2,0.1
911,013M781497,013M,55.195679,-62.9082908,84.0,8.0,,9.0,7.0,,390.0,1.4,,,260.0,20.6,40.0,0.6,Routine,013M,55.19559,-62.90916,41.0,0.97,0.2,1.3,,105.0,0.3,0.03,0.33,0.31,83.5,7.1,15.8,0.27,8.89,2.69,1.51,0.61,1.31,2.5,3.73,,,42.0,0.55,0.02,0.05,42.8,5.2,0.22,0.27,376.0,1.31,0.027,1.02,35.61,10.7,0.071,3.14,,10.3,,5.4,,0.16,,2.2,0.3,5.74,0.3,21.6,,0.5,,1.2,0.04,0.12,0.21,0.5,26.0,0.3,14.74,1.33,94.7,0.4
912,013M781498,013M,55.1761579,-62.8937319,30.0,8.0,,8.0,4.0,,80.0,0.7,,,70.0,35.4,40.0,0.4,Routine,013M,55.17607,-62.8946,46.0,0.61,0.2,0.4,,68.7,0.2,0.04,0.34,0.21,52.7,3.4,9.6,0.14,7.84,1.66,0.87,0.47,0.52,1.2,2.41,,,61.0,0.32,,0.02,27.3,2.0,0.12,0.1,73.0,1.04,0.014,0.44,23.24,8.7,0.052,2.19,,6.76,,2.0,1.0,0.28,0.03,0.9,0.5,3.55,0.1,30.4,,0.33,,0.2,0.011,0.04,0.12,0.4,13.0,,8.13,0.84,32.3,0.2
913,013M781499,013M,55.1676151,-62.8688104,32.0,6.0,,6.0,4.0,,160.0,0.75,,,85.0,27.8,30.0,0.4,Routine,013M,55.16752,-62.86968,38.0,0.73,0.1,0.4,,75.3,0.2,,0.31,0.15,59.7,4.5,11.0,0.16,7.24,2.48,1.43,0.67,0.65,1.2,3.04,,,51.0,0.48,,0.02,31.4,1.9,0.19,0.1,156.0,1.06,0.015,0.36,29.36,7.9,0.07,1.42,,7.93,,2.3,,0.28,,0.8,0.4,4.65,0.1,24.1,,0.43,,0.2,0.01,0.06,0.2,0.4,14.0,0.2,12.65,1.31,37.1,0.1
914,013M781500,013M,55.1456041,-62.9069247,48.0,6.0,,8.0,4.0,,100.0,1.1,,,55.0,25.4,30.0,0.6,Routine,013M,55.14551,-62.9078,44.0,1.06,0.4,0.4,,67.3,0.1,0.03,0.24,0.23,56.9,4.1,14.7,0.16,7.89,2.4,1.25,0.74,1.06,1.8,3.21,,,50.0,0.46,,0.03,31.8,2.3,0.19,0.12,103.0,2.0,0.012,0.4,29.32,10.0,0.084,3.68,,8.18,,2.4,,0.21,0.04,1.1,0.5,4.39,0.2,19.6,,0.42,,0.2,0.011,0.05,0.2,0.6,30.0,0.2,12.58,1.19,57.1,0.2
915,013M781502,013M,55.1331375,-62.8571555,52.0,8.0,,8.0,5.0,,140.0,2.1,,3.0,45.0,23,40.0,0.8,Routine,013M,55.13305,-62.85803,63.0,1.21,0.1,0.7,,49.3,0.4,,0.21,0.2,49.9,5.0,15.2,0.12,7.85,1.8,1.11,0.5,1.88,1.9,2.55,,,51.0,0.4,,0.02,27.8,2.1,0.17,0.1,137.0,3.58,0.009,0.42,24.49,8.8,0.112,1.78,,7.25,,2.3,1.0,0.19,,1.3,0.6,3.78,0.1,14.9,,0.32,,0.4,0.012,0.06,0.16,0.8,48.0,0.2,10.68,1.1,53.3,0.3
916,013M781503,013M,55.1086114,-62.8487754,26.0,6.0,,8.0,3.0,,50.0,0.6,,,50.0,32.8,40.0,0.5,Routine,013M,55.10852,-62.84965,58.0,0.58,0.3,0.6,,64.6,,0.11,0.32,0.13,30.2,3.3,13.6,0.14,7.71,1.25,0.68,0.34,0.51,1.1,1.62,,,50.0,0.26,,0.02,17.3,1.4,0.11,0.1,47.0,1.02,0.01,0.34,15.13,10.1,0.034,1.23,,4.59,,1.7,,0.4,,1.4,0.6,2.2,,25.7,,0.23,,0.7,0.01,0.03,0.11,0.7,15.0,,6.96,0.65,29.5,0.6
917,013M781505,013M,55.0818907,-62.8075203,20.0,10.0,2.0,10.0,4.0,,140.0,1.25,,,40.0,77,70.0,0.3,Routine,013M,55.0818,-62.8084,99.0,0.59,0.5,0.2,,66.2,,0.07,0.76,0.28,19.1,3.6,13.3,0.09,10.31,0.61,0.34,0.17,1.16,1.2,0.71,,0.02,78.0,0.11,,0.02,9.1,1.0,0.05,0.12,137.0,0.62,0.011,0.38,7.15,12.9,0.072,4.49,,2.19,,1.4,2.0,0.35,0.05,0.9,1.7,1.19,0.2,40.0,,0.11,,0.3,0.008,0.03,0.06,0.4,22.0,0.1,3.34,0.28,24.0,0.9
918,013M781506,013M,55.096708,-62.7898063,76.0,10.0,,12.0,3.0,,90.0,1.6,,,95.0,23.6,40.0,1.0,Routine,013M,55.09662,-62.79068,56.0,1.4,,,,78.8,0.3,0.02,0.31,0.28,56.5,7.5,19.0,0.19,11.87,2.79,1.53,0.76,1.52,2.2,3.32,,,58.0,0.61,,0.02,32.9,3.0,0.24,0.15,89.0,1.21,0.027,0.61,29.92,15.0,0.082,2.64,,8.75,,2.3,,0.2,0.04,1.9,0.5,5.19,0.1,23.7,,0.47,,0.6,0.017,0.1,0.24,0.9,36.0,,15.17,1.49,79.3,0.3
919,013M781507,013M,55.0985092,-62.7356392,60.0,22.0,2.0,20.0,8.0,,160.0,1.7,1.0,,350.0,10.8,20.0,1.8,Routine,013M,55.09842,-62.73652,58.0,2.05,0.3,1.1,,117.7,0.4,0.04,0.42,0.29,88.2,8.4,26.1,0.41,25.56,3.89,2.01,1.08,1.54,4.6,4.62,,,31.0,0.74,0.03,0.13,44.3,8.3,0.32,0.49,164.0,0.9,0.043,1.67,40.42,24.0,0.141,4.42,,11.86,2.0,11.7,,0.1,0.03,3.8,0.4,6.69,0.5,26.0,,0.68,,2.4,0.06,0.1,0.3,1.3,35.0,0.1,19.61,1.79,62.2,0.8
920,013M781508,013M,55.1125972,-62.7102461,34.0,12.0,,14.0,6.0,,40.0,0.5,,,50.0,32.2,40.0,0.3,Routine,013M,55.11251,-62.71112,45.0,1.09,0.2,0.3,,35.3,0.1,,0.36,0.24,27.5,5.0,11.9,0.12,11.72,1.47,0.93,0.42,0.38,1.5,1.7,,,47.0,0.3,,0.02,16.3,1.6,0.14,0.1,34.0,1.16,0.013,0.37,15.26,16.1,0.034,1.4,,4.28,,1.5,1.0,0.39,,1.3,0.3,2.39,,29.1,,0.24,,0.9,0.01,0.05,0.13,0.6,15.0,,8.41,0.92,36.0,0.7
921,013M781509,013M,55.1109532,-62.6919489,44.0,16.0,,18.0,5.0,,50.0,0.9,1.0,,60.0,38.8,30.0,0.4,First Field Duplicate,013M,55.11086,-62.69282,44.0,1.38,0.2,,,44.7,,,0.34,0.26,31.3,5.3,17.0,0.19,16.21,1.35,0.89,0.39,0.78,2.1,1.78,,0.02,45.0,0.29,,0.02,17.4,2.5,0.12,0.15,54.0,1.26,0.018,0.44,15.42,23.4,0.044,1.65,,4.36,,2.3,,0.38,,1.5,0.6,2.42,0.1,31.8,,0.24,,1.1,0.013,0.05,0.12,0.5,16.0,,8.06,0.82,48.3,0.8
922,013M781511,013M,55.1069096,-62.6421529,58.0,14.0,,22.0,8.0,,100.0,0.95,,2.0,105.0,27.2,40.0,0.7,Routine,013M,55.10682,-62.64303,42.0,1.63,0.3,0.6,,52.1,0.2,,0.4,0.37,35.0,8.6,19.6,0.21,14.99,1.46,0.88,0.52,0.85,3.2,1.97,,,52.0,0.33,,0.03,19.8,3.7,0.12,0.3,100.0,0.82,0.052,0.62,17.33,27.1,0.048,2.25,,5.02,,2.8,,0.24,,1.6,0.4,2.77,0.2,33.7,,0.28,,0.5,0.022,0.05,0.14,0.5,21.0,,8.33,0.78,62.5,0.3
923,013M781512,013M,55.0954776,-62.5925831,46.0,12.0,,16.0,6.0,,75.0,0.7,,,110.0,33.2,30.0,0.7,Routine,013M,55.09538,-62.59346,71.0,1.37,,1.0,,77.9,,,0.41,0.38,35.0,6.0,21.6,0.22,14.03,1.53,0.78,0.49,0.63,2.9,1.88,,,46.0,0.31,,0.03,18.3,3.9,0.11,0.23,77.0,0.76,0.035,0.75,17.57,18.9,0.059,2.31,,4.89,,3.7,,0.24,0.02,1.5,0.7,2.79,0.2,30.2,,0.27,,0.4,0.021,0.05,0.11,0.5,23.0,0.1,8.19,0.76,51.0,0.4
924,013M781513,013M,55.0960681,-62.5244145,42.0,14.0,,17.0,7.0,,80.0,1.0,,,145.0,27.8,40.0,1.0,Routine,013M,55.09597,-62.52529,61.0,1.51,0.4,0.6,,96.9,0.1,0.02,0.43,0.27,47.9,6.8,25.1,0.28,14.95,2.34,1.19,0.73,0.92,3.4,3.0,,,56.0,0.47,,0.05,25.5,4.5,0.17,0.29,79.0,0.59,0.04,0.78,24.67,20.4,0.059,2.99,,6.62,,5.0,,0.2,0.03,1.9,0.2,3.7,0.3,30.0,,0.41,,0.5,0.025,0.07,0.2,0.9,30.0,,11.87,1.11,46.5,0.4
925,013M781514,013M,55.1035282,-62.4496145,38.0,8.0,,8.0,5.0,,70.0,0.7,,,50.0,19.4,30.0,0.4,Routine,013M,55.10343,-62.45049,33.0,1.23,0.1,0.2,,48.8,,,0.45,0.21,20.2,4.3,9.7,0.1,7.5,1.24,0.68,0.5,0.51,2.1,1.64,,,34.0,0.27,,0.02,12.9,2.7,0.11,0.15,61.0,0.67,0.096,0.27,12.62,8.8,0.026,1.42,,3.44,,1.5,1.0,0.19,,1.3,0.1,2.01,,37.4,,0.21,,0.9,0.013,0.03,0.1,0.3,18.0,,7.41,0.71,37.3,0.6
926,013M781515,013M,55.106367,-62.4317229,26.0,10.0,,7.0,2.0,,30.0,0.5,,,50.0,28,30.0,0.3,Routine,013M,55.10627,-62.4326,27.0,0.97,0.4,0.3,,39.9,,,0.42,0.17,14.6,2.7,11.6,0.11,8.78,0.95,0.53,0.38,0.31,1.6,1.32,,0.02,55.0,0.19,,0.02,9.9,1.3,0.08,0.11,29.0,0.38,0.036,0.28,10.44,8.9,0.027,1.95,,2.82,,1.3,1.0,0.23,0.02,1.3,0.5,1.79,,30.2,,0.19,,0.5,0.013,0.03,0.08,0.4,13.0,,5.89,0.49,25.0,0.7
927,013M781516,013M,55.1432434,-62.393438,38.0,10.0,,11.0,6.0,,55.0,1.15,,,45.0,31.2,30.0,0.2,Routine,013M,55.14315,-62.39431,43.0,1.49,0.4,0.3,,37.4,0.2,,0.29,0.26,14.8,5.6,13.1,0.15,11.61,0.81,0.5,0.34,1.04,2.3,1.1,,0.04,32.0,0.18,,0.02,7.9,2.1,0.07,0.13,47.0,0.72,0.019,0.4,8.31,13.6,0.033,1.48,,2.18,,2.5,,0.31,,1.5,0.6,1.34,,27.2,,0.14,,0.8,0.01,0.04,0.07,0.2,27.0,,5.02,0.48,39.6,0.9
928,013M781517,013M,55.1597246,-62.398917,28.0,10.0,,6.0,3.0,,35.0,0.4,,,40.0,30.4,30.0,0.2,Routine,013M,55.15963,-62.39979,50.0,1.27,,,,32.6,0.1,,0.29,0.21,20.6,3.2,8.3,0.1,7.38,1.42,0.79,0.59,0.31,1.5,1.7,,0.02,47.0,0.31,,0.01,14.9,1.2,0.11,0.07,28.0,0.51,0.015,0.35,16.35,8.1,0.031,1.1,,4.31,,1.0,,0.33,,1.2,0.4,2.62,,27.2,,0.25,,0.8,0.01,,0.12,0.3,11.0,,8.46,0.7,25.5,0.8
929,013M781518,013M,55.1652585,-62.3409743,30.0,10.0,,10.0,6.0,,70.0,0.7,,,60.0,30.6,40.0,0.4,Routine,013M,55.16516,-62.34185,48.0,1.34,0.2,0.4,,62.9,,,0.46,0.22,22.6,6.4,17.4,0.16,12.59,1.16,0.57,0.41,0.66,2.6,1.52,,0.03,48.0,0.23,,0.02,12.7,2.2,0.09,0.19,64.0,1.28,0.045,0.48,12.81,13.4,0.039,1.45,,3.48,,2.0,1.0,0.28,0.02,1.5,0.5,2.13,0.1,33.8,,0.2,,0.9,0.013,0.04,0.09,0.5,21.0,0.1,6.54,0.58,34.9,0.8
930,013M781519,013M,55.2124234,-62.3416904,54.0,12.0,2.0,14.0,6.0,,130.0,1.85,,,95.0,26.6,40.0,0.4,Routine,013M,55.21232,-62.34256,82.0,3.72,0.3,0.7,,78.9,,0.03,0.52,0.57,24.1,6.2,16.9,0.18,14.1,1.2,0.58,0.47,1.73,5.5,1.41,,0.04,57.0,0.22,,0.04,13.2,3.7,0.08,0.24,129.0,1.02,0.118,0.76,11.64,17.1,0.155,5.27,,3.32,,2.6,,0.33,0.04,1.8,1.3,2.04,0.2,43.5,,0.21,,1.4,0.02,0.03,0.09,0.4,21.0,,5.85,0.53,64.9,1.2
931,013M781520,013M,55.2275272,-62.3379201,42.0,8.0,,13.0,5.0,,60.0,0.95,,,80.0,26,40.0,0.5,Routine,013M,55.22743,-62.33879,44.0,2.63,0.2,0.2,,52.7,,,0.51,0.25,22.1,5.2,14.8,0.17,10.81,1.14,0.51,0.48,0.94,5.0,1.26,,0.03,38.0,0.22,,0.03,12.2,4.1,0.09,0.22,51.0,0.92,0.101,0.56,11.48,15.7,0.061,2.05,,3.14,,2.4,,0.23,,1.6,0.5,1.67,0.1,43.1,,0.18,,1.1,0.016,0.02,0.08,0.5,21.0,,5.83,0.49,44.6,0.9
932,013M781522,013M,55.2771685,-62.2362101,38.0,6.0,,10.0,5.0,,100.0,1.25,,2.0,180.0,8.8,30.0,1.0,Routine,013M,55.27707,-62.23708,27.0,2.23,,,,80.9,0.2,,0.53,0.15,46.9,5.0,19.3,0.16,8.21,1.81,0.98,0.51,1.11,4.4,2.46,,,40.0,0.35,,0.04,24.3,4.3,0.13,0.23,98.0,1.05,0.118,0.7,21.99,13.2,0.068,2.29,,6.43,,3.3,,0.1,,1.7,0.6,3.4,0.2,39.1,,0.31,,1.3,0.028,0.04,0.13,0.6,29.0,0.1,9.73,0.82,39.0,0.6
933,013M781523,013M,55.3052842,-62.1776998,54.0,14.0,2.0,8.0,10.0,,880.0,1.7,,3.0,385.0,8.8,20.0,2.0,Routine,013M,55.30518,-62.17858,36.0,1.93,0.6,0.5,,52.8,0.6,0.02,0.36,0.11,149.5,8.9,14.3,0.3,16.58,4.49,2.35,1.06,1.53,3.5,4.94,,,18.0,0.86,,0.08,51.0,5.9,0.32,0.23,758.0,3.08,0.051,0.91,50.82,11.6,0.124,3.91,,14.46,,6.6,,0.1,,2.1,0.1,8.31,0.4,20.1,,0.82,,2.0,0.045,0.08,0.36,1.7,29.0,0.2,23.19,2.1,53.9,0.4
934,013M781525,013M,55.3243134,-62.1851556,72.0,16.0,,8.0,42.0,,6600.0,8.1,2.0,7.0,200.0,22,90.0,1.6,Routine,013M,55.32421,-62.18603,202.0,3.24,1.4,0.8,,81.9,0.5,0.03,0.32,0.45,161.1,46.2,18.7,0.22,20.33,5.49,2.87,1.34,7.9,5.1,7.05,0.1,,109.0,1.12,0.02,0.03,77.6,3.4,0.38,0.14,7308.0,6.24,0.049,0.82,67.14,12.1,0.186,3.7,,19.45,,2.9,,0.18,0.02,2.3,1.0,9.46,0.3,22.4,,0.96,,2.4,0.033,0.2,0.46,1.6,50.0,0.3,29.83,2.58,75.2,0.6
935,013M781526,013M,55.3507616,-62.1853859,62.0,12.0,2.0,10.0,14.0,,230.0,2.6,,3.0,220.0,26.8,60.0,1.4,Routine,013M,55.35066,-62.18626,107.0,1.93,,0.4,,48.3,0.2,0.03,0.35,0.3,113.2,14.8,16.4,0.17,16.96,4.23,2.22,0.98,2.33,3.4,5.37,,,74.0,0.85,,0.03,65.6,3.2,0.3,0.16,207.0,2.95,0.044,1.11,53.98,14.5,0.081,3.44,,16.0,,3.0,,0.23,0.02,2.0,0.6,7.6,0.2,20.2,,0.69,,0.8,0.024,0.13,0.36,1.3,38.0,0.1,24.04,2.02,64.8,0.2
936,013M781527,013M,55.3699722,-62.1837293,54.0,16.0,,11.0,6.0,,80.0,1.3,,3.0,225.0,29,60.0,2.1,First Field Duplicate,013M,55.36987,-62.1846,73.0,1.46,0.1,0.5,,68.6,0.4,,0.45,0.28,149.0,6.2,17.5,0.17,17.99,5.24,2.93,1.26,1.18,3.0,7.15,0.1,,72.0,1.07,,0.03,89.2,4.3,0.39,0.18,72.0,3.56,0.037,1.23,78.69,15.6,0.06,3.22,,22.58,,3.4,1.0,0.24,,1.8,0.5,10.71,0.2,27.6,,0.94,,0.7,0.03,0.04,0.47,2.1,44.0,0.3,31.37,2.6,58.9,0.2
937,013M781529,013M,55.5256209,-62.5489179,42.0,26.0,,10.0,5.0,,100.0,1.0,,3.0,260.0,15.4,30.0,5.3,Routine,013M,55.52551,-62.54978,55.0,0.56,0.1,0.8,,112.5,0.3,,0.35,0.19,168.3,5.0,14.4,0.19,27.84,6.34,3.42,1.57,0.91,1.8,7.99,,,41.0,1.26,,0.06,90.6,4.7,0.45,0.18,96.0,4.44,0.017,1.76,81.96,12.4,0.065,3.28,,22.01,,5.1,3.0,0.32,0.02,2.5,0.3,11.88,0.3,18.6,,1.09,,5.2,0.04,0.1,0.47,5.3,20.0,0.1,33.72,3.03,49.1,1.6
938,013M781530,013M,55.5819848,-62.6864243,108.0,36.0,,12.0,5.0,0.2,320.0,3.3,,21.0,365.0,25.4,40.0,23.1,Routine,013M,55.58188,-62.68729,150.0,1.55,,0.9,,110.5,1.6,0.04,0.31,0.5,341.4,5.8,21.6,0.38,39.6,11.88,6.76,2.48,2.97,2.3,17.22,,,45.0,2.51,,0.05,169.7,5.2,0.96,0.16,303.0,23.67,0.011,1.2,160.32,15.2,0.168,4.24,,44.4,,6.0,3.0,0.25,0.02,2.3,1.3,23.46,0.3,20.2,,2.25,,1.6,0.024,0.18,1.0,23.9,36.0,0.6,71.48,6.25,112.1,0.2
939,013M781531,013M,55.5824011,-62.7463511,52.0,20.0,,11.0,6.0,,70.0,0.95,,4.0,100.0,38.2,50.0,3.4,Routine,013M,55.58229,-62.74721,94.0,0.76,0.2,1.5,,139.1,0.3,,0.45,0.23,183.5,6.6,13.4,0.17,21.62,3.67,2.01,1.37,0.84,1.2,6.06,,,78.0,0.78,,0.03,93.9,2.1,0.29,0.1,60.0,4.06,0.007,0.82,78.05,16.1,0.035,1.84,,23.33,,2.5,3.0,0.48,0.02,1.7,0.8,10.35,0.1,44.2,,0.74,,1.6,0.026,0.14,0.31,3.9,25.0,0.2,21.07,1.84,64.0,0.4
940,013M781532,013M,55.5781338,-62.7846995,42.0,14.0,2.0,6.0,3.0,,120.0,1.0,,3.0,415.0,5.6,20.0,4.3,Routine,013M,55.57803,-62.78556,30.0,0.69,0.3,0.7,,64.2,0.5,0.02,0.38,0.09,142.8,4.0,15.8,0.3,14.68,4.69,2.37,1.11,0.98,3.1,6.42,0.1,0.03,22.0,0.9,,0.11,73.6,7.5,0.35,0.26,128.0,2.0,0.024,2.5,62.72,8.6,0.089,5.35,,17.55,,9.8,,0.11,,3.2,0.1,8.69,0.6,15.2,,0.88,,7.0,0.071,0.11,0.35,4.3,20.0,0.1,23.98,2.17,49.8,1.8
